0,1,2,3,4,5,6,7
110,100023698,4,2100076002977515000,121.37112900000001,39.14192,PICKUP,1582972767
111,100023698,4,2100076001861502031,121.37112900000001,39.14192,PICKUP,1582973995
112,100023698,4,2100076002160150084,121.37112900000001,39.14192,PICKUP,1582973998
113,100023698,4,2100076002160150084,121.37112900000001,39.14192,DELIVERY,1582974382
114,100023698,4,2100076002977515000,121.37112900000001,39.14192,DELIVERY,1582974734
115,100023698,4,2100076001861502031,121.37112900000001,39.14192,DELIVERY,1582975144
116,100023698,5,2100076006706775275,121.36623700000001,39.117523,PICKUP,1582976634
117,100023698,5,2100076006706775275,121.36623700000001,39.117523,DELIVERY,1582977009
118,100023698,5,2100076010181658405,121.36623700000001,39.117523,PICKUP,1582977095
119,100023698,5,2100076010181658405,121.36623700000001,39.117523,DELIVERY,1582977669
120,100038207,0,2100075944173208916,121.428071,39.197272,PICKUP,1582943469
121,100038207,0,2100075944173208916,121.428071,39.197272,DELIVERY,1582943595
122,100038207,0,2100075946280715604,121.428071,39.197272,PICKUP,1582943727
123,100038207,0,2100075944463861076,121.428071,39.197272,PICKUP,1582944514
124,100038207,0,2100075946280715604,121.428071,39.197272,DELIVERY,1582944845
125,100038207,0,2100075944463861076,121.428071,39.197272,DELIVERY,1582944985
126,100038207,1,2100075952136357204,121.431875,39.191416,PICKUP,1582948025
127,100038207,1,2100075953081943380,121.431875,39.191416,PICKUP,1582947126
128,100038207,1,2100075952639182164,121.431875,39.191416,PICKUP,1582947129
129,100038207,1,2100075953081943380,121.431875,39.191416,DELIVERY,1582947426
130,100038207,1,2100075952639182164,121.431875,39.191416,DELIVERY,1582947599
131,100038207,1,2100075952136357204,121.431875,39.191416,DELIVERY,1582947823
132,100038207,4,2100075984005367124,121.41356999999999,39.215099,PICKUP,1582965410
133,100038207,4,2100075984005367124,121.41356999999999,39.215099,DELIVERY,1582965092
134,100038207,4,2100075987233736020,121.41356999999999,39.215099,PICKUP,1582965490
135,100038207,4,2100075987233736020,121.41356999999999,39.215099,DELIVERY,1582966774
136,100038207,4,2100075990423864660,121.41356999999999,39.215099,PICKUP,1582967988
137,100038207,4,2100075990861514068,121.41356999999999,39.215099,PICKUP,1582967991
138,100038207,4,2100075990423864660,121.41356999999999,39.215099,DELIVERY,1582968261
139,100038207,4,2100075990861514068,121.41356999999999,39.215099,DELIVERY,1582968590
140,100038207,5,2100075994615088468,121.428125,39.197266,PICKUP,1582971788
141,100038207,5,2100075999934711124,121.428125,39.197266,PICKUP,1582971788
142,100038207,5,2100075998517790185,121.428125,39.197266,PICKUP,1582971807
143,100038207,5,2100075994615088468,121.428125,39.197266,DELIVERY,1582973190
144,100038207,5,2100075999934711124,121.428125,39.197266,DELIVERY,1582974015
145,100038207,5,2100075998517790185,121.428125,39.197266,DELIVERY,1582974504
146,100069773,1,2100075957973878439,121.558403,39.179341,PICKUP,1582948177
147,100069773,1,2100075957973878439,121.558403,39.179341,DELIVERY,1582948557
148,100069773,1,2100075954974754465,121.558403,39.179341,PICKUP,1582949077
149,100069773,1,2100075956786333345,121.558403,39.179341,PICKUP,1582949079
150,100069773,1,2100075956786333345,121.558403,39.179341,DELIVERY,1582949248
151,100069773,1,2100075954974754465,121.558403,39.179341,DELIVERY,1582949409
152,100069773,2,2100075962151437527,121.556919,39.176482,PICKUP,1582951237
153,100069773,2,2100075963064124636,121.556919,39.176482,PICKUP,1582950491
154,100069773,2,2100075962151437527,121.556919,39.176482,DELIVERY,1582950710
155,100069773,2,2100075963064124636,121.556919,39.176482,DELIVERY,1582950742
156,100069773,3,2100075966917543332,121.561462,39.184757,PICKUP,1582952261
157,100069773,3,2100075969496450503,121.561462,39.184757,PICKUP,1582952511
158,100069773,3,2100075969496450503,121.561462,39.184757,DELIVERY,1582952740
159,100069773,3,2100075966917543332,121.561462,39.184757,DELIVERY,1582952856
160,100069773,4,2100075970542470864,121.551782,39.177668,PICKUP,1582954610
161,100069773,4,2100075971129116431,121.551782,39.177668,PICKUP,1582954495
162,100069773,4,2100075971129116431,121.551782,39.177668,DELIVERY,1582954743
163,100069773,4,2100075970542470864,121.551782,39.177668,DELIVERY,1582954775
164,100069773,6,2100076001841940135,121.547297,39.163546000000004,PICKUP,1582973462
165,100069773,6,2100076002404828380,121.547297,39.163546000000004,PICKUP,1582973504
166,100069773,6,2100076002039399644,121.547297,39.163546000000004,PICKUP,1582973504
167,100069773,6,2100076002404828380,121.547297,39.163546000000004,DELIVERY,1582973771
168,100069773,6,2100076005594825954,121.547297,39.163546000000004,PICKUP,1582973785
169,100069773,6,2100076001841940135,121.547297,39.163546000000004,DELIVERY,1582974021
170,100069773,6,2100076002313700633,121.547297,39.163546000000004,PICKUP,1582974104
171,100069773,6,2100076002313700633,121.547297,39.163546000000004,DELIVERY,1582974662
172,100069773,6,2100076002039399644,121.547297,39.163546000000004,DELIVERY,1582974999
173,100069773,6,2100076005594825954,121.547297,39.163546000000004,DELIVERY,1582975143
174,100069773,7,2100076008094991639,121.55803600000002,39.171222,PICKUP,1582976633
175,100069773,7,2100076008094991639,121.55803600000002,39.171222,DELIVERY,1582976812
176,100069773,7,2100076010404447952,121.55803600000002,39.171222,PICKUP,1582977583
177,100069773,7,2100076010194929423,121.55803600000002,39.171222,PICKUP,1582977790
178,100069773,7,2100076009698985674,121.55803600000002,39.171222,PICKUP,1582977943
179,100069773,7,2100076010494035658,121.55803600000002,39.171222,PICKUP,1582978176
180,100069773,7,2100076010194929423,121.55803600000002,39.171222,DELIVERY,1582978461
181,100069773,7,2100076010404447952,121.55803600000002,39.171222,DELIVERY,1582978581
182,100069773,7,2100076009698985674,121.55803600000002,39.171222,DELIVERY,1582978930
183,100069773,7,2100076010494035658,121.55803600000002,39.171222,DELIVERY,1582979328
184,100069773,8,2100076013854295321,121.55908899999999,39.174605,PICKUP,1582983253
185,100069773,8,2100076013662799033,121.55908899999999,39.174605,PICKUP,1582983358
186,100069773,8,2100076013854295321,121.55908899999999,39.174605,DELIVERY,1582984478
187,100069773,8,2100076013662799033,121.55908899999999,39.174605,DELIVERY,1582984784
188,100069773,9,2100076014583678878,121.561609,39.176014,PICKUP,1582988752
189,100069773,9,2100076014603142431,121.561609,39.176014,PICKUP,1582988196
190,100069773,9,2100076016072099103,121.561609,39.176014,PICKUP,1582988196
191,100069773,9,2100076014603142431,121.561609,39.176014,DELIVERY,1582988571
192,100069773,9,2100076016072099103,121.561609,39.176014,DELIVERY,1582988801
193,100069773,9,2100076014583678878,121.561609,39.176014,DELIVERY,1582989285
194,100069773,10,2100076016471639966,121.547335,39.193814,PICKUP,1582990278
195,100069773,10,2100076017942070559,121.547335,39.193814,PICKUP,1582990314
196,100069773,10,2100076017942070559,121.547335,39.193814,DELIVERY,1582990606
197,100069773,10,2100076016471639966,121.547335,39.193814,DELIVERY,1582991120
198,100076651,1,2100075972671145520,121.41128400000001,39.192145000000004,PICKUP,1582956802
199,100076651,1,2100075975380633016,121.41128400000001,39.192145000000004,PICKUP,1582957012
200,100076651,1,2100075972671145520,121.41128400000001,39.192145000000004,DELIVERY,1582956984
201,100076651,1,2100075975380633016,121.41128400000001,39.192145000000004,DELIVERY,1582957157
202,100076651,2,2100075994931234482,121.40741799999999,39.190905,PICKUP,1582970098
203,100076651,2,2100075994931234482,121.40741799999999,39.190905,DELIVERY,1582970160
204,100076651,2,2100075992579966867,121.40741799999999,39.190905,PICKUP,1582970160
205,100076651,2,2100075997655074707,121.40741799999999,39.190905,PICKUP,1582970394
206,100076651,2,2100075992579966867,121.40741799999999,39.190905,DELIVERY,1582971119
207,100076651,2,2100075997655074707,121.40741799999999,39.190905,DELIVERY,1582971542
208,100076651,3,2100076004504994925,121.412547,39.192268,PICKUP,1582973926
209,100076651,3,2100076004504994925,121.412547,39.192268,DELIVERY,1582974070
210,100076651,3,2100076001821099188,121.412547,39.192268,PICKUP,1582974274
211,100076651,3,2100076000783959220,121.412547,39.192268,PICKUP,1582974274
212,100076651,3,2100076002196948828,121.412547,39.192268,PICKUP,1582974282
213,100076651,3,2100076002196948828,121.412547,39.192268,DELIVERY,1582974466
214,100076651,3,2100076000783959220,121.412547,39.192268,DELIVERY,1582974834
215,100076651,3,2100076001821099188,121.412547,39.192268,DELIVERY,1582974955
216,10007871,0,2100075951005008955,121.631207,39.142505,PICKUP,1582946104
217,10007871,0,2100075951223801085,121.631207,39.142505,PICKUP,1582946389
218,10007871,0,2100075951005008955,121.631207,39.142505,DELIVERY,1582946853
219,10007871,0,2100075951223801085,121.631207,39.142505,DELIVERY,1582947173
220,100084429,2,2100075976320288563,121.28281299999999,38.940575,PICKUP,1582956797
221,100084429,2,2100075976320288563,121.28281299999999,38.940575,DELIVERY,1582956819
222,100084429,2,2100075975846265878,121.28281299999999,38.940575,PICKUP,1582956839
223,100084429,2,2100075974340118505,121.28281299999999,38.940575,PICKUP,1582956932
224,100084429,2,2100075974340118505,121.28281299999999,38.940575,DELIVERY,1582957151
225,100084429,2,2100075975846265878,121.28281299999999,38.940575,DELIVERY,1582957151
226,100084429,2,2100075975645333262,121.28281299999999,38.940575,PICKUP,1582958764
227,100084429,2,2100075979004741390,121.28281299999999,38.940575,PICKUP,1582959074
228,100084429,2,2100075975645333262,121.28281299999999,38.940575,DELIVERY,1582959274
229,100084429,2,2100075979004741390,121.28281299999999,38.940575,DELIVERY,1582959274
230,100084429,3,2100075990183642505,121.254915,38.952559,PICKUP,1582968430
231,100084429,3,2100075991578838482,121.254915,38.952559,PICKUP,1582968513
232,100084429,3,2100075992275879896,121.254915,38.952559,PICKUP,1582968084
233,100084429,3,2100075993059493076,121.254915,38.952559,PICKUP,1582968150
234,100084429,3,2100075992275879896,121.254915,38.952559,DELIVERY,1582968223
235,100084429,3,2100075990183642505,121.254915,38.952559,DELIVERY,1582968533
236,100084429,3,2100075991578838482,121.254915,38.952559,DELIVERY,1582969292
237,100084429,3,2100075993059493076,121.254915,38.952559,DELIVERY,1582969600
238,100084429,4,2100075995862893740,121.26789299999999,38.936153000000004,PICKUP,1582971902
239,100084429,4,2100075995862893740,121.26789299999999,38.936153000000004,DELIVERY,1582970353
240,100084429,4,2100075998705584105,121.26789299999999,38.936153000000004,PICKUP,1582970528
241,100084429,4,2100075998705584105,121.26789299999999,38.936153000000004,DELIVERY,1582970681
242,100084429,4,2100075998693590038,121.26789299999999,38.936153000000004,PICKUP,1582970875
243,100084429,4,2100075998693590038,121.26789299999999,38.936153000000004,DELIVERY,1582970963
244,100084429,5,2100076001344751227,121.285923,38.942506,PICKUP,1582971459
245,100084429,5,2100076001344751227,121.285923,38.942506,DELIVERY,1582971761
246,100084429,5,2100076001730561819,121.285923,38.942506,PICKUP,1582972187
247,100084429,5,2100076001730561819,121.285923,38.942506,DELIVERY,1582972639
248,100084429,5,2100076003836036891,121.285923,38.942506,PICKUP,1582972746
249,100084429,5,2100076003836036891,121.285923,38.942506,DELIVERY,1582973216
250,100084429,5,2100076005572609749,121.285923,38.942506,PICKUP,1582973620
251,100084429,5,2100076005285365371,121.285923,38.942506,PICKUP,1582973633
252,100084429,5,2100076005572609749,121.285923,38.942506,DELIVERY,1582974066
253,100084429,5,2100076005285365371,121.285923,38.942506,DELIVERY,1582974661
254,100084429,7,2100076014138886013,121.282634,38.940394,PICKUP,1582983233
255,100084429,7,2100076014138886013,121.282634,38.940394,DELIVERY,1582983365
256,100084429,7,2100076012935939620,121.282634,38.940394,PICKUP,1582982952
257,100084429,7,2100076012935939620,121.282634,38.940394,DELIVERY,1582983998
258,100100915,0,2100075945762457278,121.52784,39.276922,PICKUP,1582944280
259,100100915,0,2100075947552212670,121.52784,39.276922,PICKUP,1582944282
260,100100915,0,2100075947552212670,121.52784,39.276922,DELIVERY,1582944715
261,100100915,0,2100075945762457278,121.52784,39.276922,DELIVERY,1582944716
262,10012191,0,2100075941891049038,121.53573,39.179583,PICKUP,1582942197
263,10012191,0,2100075941891049038,121.53573,39.179583,DELIVERY,1582942419
264,10012191,0,2100075944701036292,121.53573,39.179583,PICKUP,1582942892
265,10012191,0,2100075945656714687,121.53573,39.179583,PICKUP,1582942892
266,10012191,0,2100075945656714687,121.53573,39.179583,DELIVERY,1582943868
267,10012191,0,2100075944701036292,121.53573,39.179583,DELIVERY,1582944153
268,10012191,0,2100075945626731938,121.53573,39.179583,PICKUP,1582944932
269,10012191,0,2100075945626731938,121.53573,39.179583,DELIVERY,1582945266
270,10012191,0,2100075950753186968,121.53573,39.179583,PICKUP,1582945366
271,10012191,0,2100075950753186968,121.53573,39.179583,DELIVERY,1582946808
272,10012191,1,2100075955130532973,121.51901200000002,39.193164,PICKUP,1582948451
273,10012191,1,2100075955669075534,121.51901200000002,39.193164,PICKUP,1582948800
274,10012191,1,2100075955130532973,121.51901200000002,39.193164,DELIVERY,1582949293
275,10012191,1,2100075955669075534,121.51901200000002,39.193164,DELIVERY,1582949638
276,10012191,2,2100075964020262306,121.51496100000001,39.194673,PICKUP,1582952807
277,10012191,2,2100075963832599970,121.51496100000001,39.194673,PICKUP,1582951970
278,10012191,2,2100075962806765316,121.51496100000001,39.194673,PICKUP,1582952089
279,10012191,2,2100075962806765316,121.51496100000001,39.194673,DELIVERY,1582952475
280,10012191,2,2100075963832599970,121.51496100000001,39.194673,DELIVERY,1582952571
281,10012191,2,2100075964020262306,121.51496100000001,39.194673,DELIVERY,1582952849
282,10012191,5,2100075978059908507,121.53705900000001,39.20724000000001,PICKUP,1582958789
283,10012191,5,2100075978059908507,121.53705900000001,39.20724000000001,DELIVERY,1582959178
284,10012191,5,2100075978247505849,121.53705900000001,39.20724000000001,PICKUP,1582959560
285,10012191,5,2100075978918790945,121.53705900000001,39.20724000000001,PICKUP,1582959940
286,10012191,5,2100075978247505849,121.53705900000001,39.20724000000001,DELIVERY,1582960157
287,10012191,5,2100075978918790945,121.53705900000001,39.20724000000001,DELIVERY,1582960278
288,10012191,6,2100075982061733661,121.54216799999999,39.190583000000004,PICKUP,1582961965
289,10012191,6,2100075982061733661,121.54216799999999,39.190583000000004,DELIVERY,1582962160
290,10012191,6,2100075982597949020,121.54216799999999,39.190583000000004,PICKUP,1582962526
291,10012191,6,2100075982597949020,121.54216799999999,39.190583000000004,DELIVERY,1582962746
292,10012191,7,2100076008493679902,121.526367,39.206117,PICKUP,1582976087
293,10012191,7,2100076008228455710,121.526367,39.206117,PICKUP,1582975173
294,10012191,7,2100076008228455710,121.526367,39.206117,DELIVERY,1582975324
295,10012191,7,2100076008493679902,121.526367,39.206117,DELIVERY,1582975506
296,10012191,7,2100076006357796258,121.526367,39.206117,PICKUP,1582975550
297,10012191,7,2100076006357796258,121.526367,39.206117,DELIVERY,1582976272
298,10012191,7,2100076007759480226,121.526367,39.206117,PICKUP,1582976359
299,10012191,7,2100076007301416354,121.526367,39.206117,PICKUP,1582977603
300,10012191,7,2100076007759480226,121.526367,39.206117,DELIVERY,1582977793
301,10012191,7,2100076007301416354,121.526367,39.206117,DELIVERY,1582978109
302,10012191,8,2100076010684875992,121.52545,39.201324,PICKUP,1582979910
303,10012191,8,2100076010684875992,121.52545,39.201324,DELIVERY,1582980416
304,10012191,8,2100076011010361008,121.52545,39.201324,PICKUP,1582980655
305,10012191,8,2100076011010361008,121.52545,39.201324,DELIVERY,1582981032
306,10012191,8,2100076012520408482,121.52545,39.201324,PICKUP,1582981493
307,10012191,8,2100076014047102370,121.52545,39.201324,PICKUP,1582981755
308,10012191,8,2100076014047102370,121.52545,39.201324,DELIVERY,1582981951
309,10012191,8,2100076014997571499,121.52545,39.201324,PICKUP,1582982147
310,10012191,8,2100076012314724326,121.52545,39.201324,PICKUP,1582982204
311,10012191,8,2100076012314724326,121.52545,39.201324,DELIVERY,1582982369
312,10012191,8,2100076014997571499,121.52545,39.201324,DELIVERY,1582982588
313,10012191,8,2100076012520408482,121.52545,39.201324,DELIVERY,1582982819
314,10012191,8,2100076015305262491,121.52545,39.201324,PICKUP,1582982819
315,10012191,8,2100076015305262491,121.52545,39.201324,DELIVERY,1582983205
316,10012191,8,2100076015674918200,121.52545,39.201324,PICKUP,1582983363
317,10012191,8,2100076015674918200,121.52545,39.201324,DELIVERY,1582983457
318,10012191,8,2100076015699821979,121.52545,39.201324,PICKUP,1582985587
319,10012191,8,2100076015699821979,121.52545,39.201324,DELIVERY,1582985725
320,100122337,0,2100075938689123893,121.582425,39.210909,PICKUP,1582945345
321,100122337,0,2100075940514727810,121.582425,39.210909,PICKUP,1582945544
322,100122337,0,2100075940514727810,121.582425,39.210909,DELIVERY,1582945910
323,100122337,0,2100075938689123893,121.582425,39.210909,DELIVERY,1582946169
324,100122337,0,2100075951056160015,121.582425,39.210909,PICKUP,1582946279
325,100122337,0,2100075951056160015,121.582425,39.210909,DELIVERY,1582946384
326,100122337,0,2100075955061425423,121.582425,39.210909,PICKUP,1582946489
327,100122337,0,2100075956191626631,121.582425,39.210909,PICKUP,1582946719
328,100122337,0,2100075955061425423,121.582425,39.210909,DELIVERY,1582948786
329,100122337,0,2100075956191626631,121.582425,39.210909,DELIVERY,1582948959
330,100122337,0,2100075959988552850,121.582425,39.210909,PICKUP,1582949276
331,100122337,0,2100075959988552850,121.582425,39.210909,DELIVERY,1582949791
332,100122337,0,2100075959838311463,121.582425,39.210909,PICKUP,1582949932
333,100122337,0,2100075959838311463,121.582425,39.210909,DELIVERY,1582950175
334,100122337,0,2100075953080730829,121.582425,39.210909,PICKUP,1582950692
335,100122337,0,2100075959088252551,121.582425,39.210909,PICKUP,1582950732
336,100122337,0,2100075959088252551,121.582425,39.210909,DELIVERY,1582951146
337,100122337,0,2100075953080730829,121.582425,39.210909,DELIVERY,1582951332
338,100122337,0,2100075964002207000,121.582425,39.210909,PICKUP,1582951560
339,100122337,0,2100075963511440684,121.582425,39.210909,PICKUP,1582951653
340,100122337,0,2100075963511440684,121.582425,39.210909,DELIVERY,1582952306
341,100122337,0,2100075964002207000,121.582425,39.210909,DELIVERY,1582952454
342,100122337,2,2100076014713734183,121.59916100000001,39.20737800000001,PICKUP,1582981781
343,100122337,2,2100076014095631880,121.59916100000001,39.20737800000001,PICKUP,1582981966
344,100122337,2,2100076014713734183,121.59916100000001,39.20737800000001,DELIVERY,1582982587
345,100122337,2,2100076014095631880,121.59916100000001,39.20737800000001,DELIVERY,1582982706
346,10012508,0,2100075948863031096,121.54919,39.290132,PICKUP,1582945077
347,10012508,0,2100075948863031096,121.54919,39.290132,DELIVERY,1582946132
348,10012508,0,2100075952560768850,121.54919,39.290132,PICKUP,1582946270
349,10012508,0,2100075952751609467,121.54919,39.290132,PICKUP,1582946327
350,10012508,0,2100075950690010642,121.54919,39.290132,PICKUP,1582946807
351,10012508,0,2100075952560768850,121.54919,39.290132,DELIVERY,1582947275
352,10012508,0,2100075950690010642,121.54919,39.290132,DELIVERY,1582947367
353,10012508,0,2100075952751609467,121.54919,39.290132,DELIVERY,1582947951
354,10012508,0,2100075956298483218,121.54919,39.290132,PICKUP,1582948221
355,10012508,0,2100075956298483218,121.54919,39.290132,DELIVERY,1582949505
